T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN,date,studyName
1.62,8.58,-3.33,0.02,75.08,4.86,5.92,2023-01-14,22MANKS_TCAP_C
6.46,13.28,0.47,0.0,80.62,6.16,5.77,2023-01-15,22MANKS_TCAP_C
6.66,12.72,0.92,0.0,74.53,4.76,10.1,2023-01-16,22MANKS_TCAP_C
2.76,9.57,-1.75,0.05,81.96,2.36,5.58,2023-01-17,22MANKS_TCAP_C
1.99,4.64,-1.02,15.6,92.49,3.5,1.36,2023-01-18,22MANKS_TCAP_C
-1.41,3.16,-4.34,1.32,84.33,4.67,5.78,2023-01-19,22MANKS_TCAP_C
-0.1,6.41,-3.99,0.02,79.92,1.76,10.3,2023-01-20,22MANKS_TCAP_C
-0.33,2.52,-2.15,5.72,91.6,1.7,1.89,2023-01-21,22MANKS_TCAP_C
-2.26,2.68,-5.61,0.37,90.2,2.35,6.51,2023-01-22,22MANKS_TCAP_C
-0.91,5.76,-5.63,0.33,81.24,2.28,7.3,2023-01-23,22MANKS_TCAP_C
0.03,3.74,-2.69,0.29,87.43,1.05,3.44,2023-01-24,22MANKS_TCAP_C
-1.95,1.77,-6.35,0.24,77.88,4.43,4.9,2023-01-25,22MANKS_TCAP_C
-3.23,1.67,-6.79,0.03,74.22,3.11,7.19,2023-01-26,22MANKS_TCAP_C
2.63,8.48,-1.98,0.01,69.18,3.44,12.04,2023-01-27,22MANKS_TCAP_C
-0.36,6.18,-8.62,0.0,80.25,4.44,7.0,2023-01-28,22MANKS_TCAP_C
-10.01,-7.08,-11.8,0.0,61.02,5.92,7.1,2023-01-29,22MANKS_TCAP_C
-9.72,-5.85,-12.57,0.0,58.29,3.58,7.85,2023-01-30,22MANKS_TCAP_C
-8.13,-2.82,-12.08,0.0,61.58,1.34,11.65,2023-01-31,22MANKS_TCAP_C
-4.28,3.16,-11.01,0.0,55.72,2.68,11.99,2023-02-01,22MANKS_TCAP_C
-2.38,6.61,-7.51,0.0,64.55,4.02,12.16,2023-02-02,22MANKS_TCAP_C
-4.33,4.4,-12.0,0.0,54.49,3.16,12.44,2023-02-03,22MANKS_TCAP_C
2.86,9.41,-0.54,0.0,71.68,4.53,9.65,2023-02-04,22MANKS_TCAP_C
3.41,11.31,-1.53,0.0,75.53,2.01,12.11,2023-02-05,22MANKS_TCAP_C
6.22,16.24,1.26,0.0,78.79,4.64,11.45,2023-02-06,22MANKS_TCAP_C
3.49,10.48,-1.91,0.0,64.81,2.74,14.72,2023-02-07,22MANKS_TCAP_C
3.31,9.5,-0.79,3.91,63.0,1.69,9.84,2023-02-08,22MANKS_TCAP_C
1.57,8.04,-2.15,0.51,78.62,4.94,7.27,2023-02-09,22MANKS_TCAP_C
-1.63,4.4,-6.62,0.0,54.03,3.16,15.36,2023-02-10,22MANKS_TCAP_C
0.78,9.42,-4.43,0.0,52.0,2.67,15.21,2023-02-11,22MANKS_TCAP_C
2.48,10.48,-1.54,0.0,62.9,3.55,12.08,2023-02-12,22MANKS_TCAP_C
4.74,15.23,-3.47,0.0,69.44,2.76,15.17,2023-02-13,22MANKS_TCAP_C
7.58,14.44,2.16,8.24,78.07,5.6,7.98,2023-02-14,22MANKS_TCAP_C
-0.18,2.57,-4.42,0.4,71.98,4.82,8.53,2023-02-15,22MANKS_TCAP_C
-4.24,-0.65,-6.0,0.43,70.55,5.13,6.22,2023-02-16,22MANKS_TCAP_C
-0.29,7.88,-5.64,0.0,54.68,3.37,16.18,2023-02-17,22MANKS_TCAP_C
3.32,12.06,-2.3,0.0,54.27,6.41,11.38,2023-02-18,22MANKS_TCAP_C
3.73,12.47,-3.43,0.01,68.46,2.48,15.73,2023-02-19,22MANKS_TCAP_C
6.69,15.82,-0.81,0.0,60.29,2.53,13.86,2023-02-20,22MANKS_TCAP_C
7.17,16.93,-1.94,0.0,69.26,4.03,14.66,2023-02-21,22MANKS_TCAP_C
3.07,9.4,-5.66,0.14,80.12,3.79,7.04,2023-02-22,22MANKS_TCAP_C
-6.53,-2.42,-10.8,0.0,45.78,5.6,17.92,2023-02-23,22MANKS_TCAP_C
-6.55,-0.58,-12.11,0.01,56.59,2.94,8.93,2023-02-24,22MANKS_TCAP_C
-1.72,5.21,-7.91,0.0,58.23,1.7,16.01,2023-02-25,22MANKS_TCAP_C
5.03,10.65,-1.43,15.45,88.22,3.74,10.55,2023-02-26,22MANKS_TCAP_C
9.27,17.95,2.37,0.48,69.6,5.54,17.09,2023-02-27,22MANKS_TCAP_C
7.38,16.85,-1.53,0.32,67.35,2.63,17.7,2023-02-28,22MANKS_TCAP_C
6.63,15.11,-0.04,0.0,52.19,3.7,18.84,2023-03-01,22MANKS_TCAP_C
1.36,5.35,-1.59,0.19,68.62,4.28,8.52,2023-03-02,22MANKS_TCAP_C
5.45,14.69,-1.36,1.04,66.47,3.05,17.77,2023-03-03,22MANKS_TCAP_C
6.55,14.15,1.42,0.32,61.78,2.66,17.71,2023-03-04,22MANKS_TCAP_C
10.92,22.2,2.67,0.03,65.92,3.87,17.54,2023-03-05,22MANKS_TCAP_C
6.51,12.45,2.4,0.04,69.82,4.71,16.64,2023-03-06,22MANKS_TCAP_C
3.79,7.48,-0.15,0.66,74.45,3.15,10.22,2023-03-07,22MANKS_TCAP_C
5.29,8.65,2.36,0.8,86.78,2.69,3.24,2023-03-08,22MANKS_TCAP_C
5.04,11.42,-0.35,2.19,75.26,3.78,6.05,2023-03-09,22MANKS_TCAP_C
1.95,7.6,-4.61,0.0,71.89,2.48,8.77,2023-03-10,22MANKS_TCAP_C
3.4,6.56,-1.28,1.53,88.07,3.96,2.73,2023-03-11,22MANKS_TCAP_C
0.45,5.93,-4.98,0.01,63.77,4.64,19.73,2023-03-12,22MANKS_TCAP_C
-2.1,4.31,-6.13,0.0,63.77,2.88,16.33,2023-03-13,22MANKS_TCAP_C
3.03,11.83,-4.89,0.0,62.73,3.76,20.63,2023-03-14,22MANKS_TCAP_C
10.57,18.09,2.23,0.0,67.19,7.26,16.09,2023-03-15,22MANKS_TCAP_C
5.45,12.26,-1.67,4.16,74.23,7.08,3.46,2023-03-16,22MANKS_TCAP_C
0.73,7.61,-5.79,0.02,56.94,4.48,16.77,2023-03-17,22MANKS_TCAP_C
-4.03,0.94,-7.74,0.0,53.05,4.73,15.91,2023-03-18,22MANKS_TCAP_C
-0.22,8.31,-6.81,0.0,46.51,3.44,21.88,2023-03-19,22MANKS_TCAP_C
6.68,15.54,-1.1,0.15,52.7,6.81,19.45,2023-03-20,22MANKS_TCAP_C
7.96,12.69,4.41,0.27,85.08,5.09,4.24,2023-03-21,22MANKS_TCAP_C
10.0,15.78,6.79,0.04,86.48,2.71,5.98,2023-03-22,22MANKS_TCAP_C
4.97,8.29,1.18,0.0,74.74,4.11,12.25,2023-03-23,22MANKS_TCAP_C
5.34,14.05,-2.19,2.85,75.53,3.33,16.5,2023-03-24,22MANKS_TCAP_C
8.23,16.01,2.28,1.85,73.44,2.0,18.13,2023-03-25,22MANKS_TCAP_C
3.89,9.37,-1.23,0.03,72.79,3.79,8.06,2023-03-26,22MANKS_TCAP_C
2.37,9.96,-4.12,0.94,60.83,2.79,19.43,2023-03-27,22MANKS_TCAP_C
3.66,11.59,-3.78,0.07,57.93,2.45,23.18,2023-03-28,22MANKS_TCAP_C
8.88,17.68,0.45,0.08,55.38,2.77,22.28,2023-03-29,22MANKS_TCAP_C
14.1,22.49,5.6,0.01,80.31,6.74,16.8,2023-03-30,22MANKS_TCAP_C
15.7,22.22,3.96,0.12,58.25,7.35,21.44,2023-03-31,22MANKS_TCAP_C
8.18,16.29,1.2,0.0,43.7,4.46,24.12,2023-04-01,22MANKS_TCAP_C
14.69,24.85,7.03,0.0,47.06,3.71,23.26,2023-04-02,22MANKS_TCAP_C
14.42,19.83,8.27,0.0,73.64,3.7,12.9,2023-04-03,22MANKS_TCAP_C
15.28,28.47,3.25,0.51,57.71,5.33,21.88,2023-04-04,22MANKS_TCAP_C
4.16,11.91,-1.77,0.0,47.71,5.08,26.12,2023-04-05,22MANKS_TCAP_C
6.97,16.25,-2.37,0.0,44.22,1.46,24.58,2023-04-06,22MANKS_TCAP_C
10.55,19.75,1.66,0.0,45.06,3.23,25.59,2023-04-07,22MANKS_TCAP_C
13.19,22.74,3.59,0.0,46.37,3.74,25.37,2023-04-08,22MANKS_TCAP_C
14.38,22.19,6.03,0.0,56.27,3.05,19.06,2023-04-09,22MANKS_TCAP_C
17.62,25.45,11.06,0.19,65.43,2.18,22.14,2023-04-10,22MANKS_TCAP_C
18.32,26.53,9.56,0.04,63.23,4.1,24.82,2023-04-11,22MANKS_TCAP_C
19.92,28.69,12.38,0.0,50.59,5.83,25.76,2023-04-12,22MANKS_TCAP_C
20.08,28.44,12.16,0.0,50.8,5.91,25.68,2023-04-13,22MANKS_TCAP_C
20.95,30.06,14.17,14.82,62.81,5.13,21.69,2023-04-14,22MANKS_TCAP_C
9.71,13.28,6.11,3.97,65.71,5.78,6.25,2023-04-15,22MANKS_TCAP_C
9.62,16.92,3.78,0.0,42.18,5.98,26.55,2023-04-16,22MANKS_TCAP_C
13.96,25.47,3.58,1.15,40.37,2.4,26.3,2023-04-17,22MANKS_TCAP_C
19.64,29.01,9.36,0.0,58.2,4.9,24.6,2023-04-18,22MANKS_TCAP_C
21.91,29.36,16.97,4.98,63.84,5.49,16.76,2023-04-19,22MANKS_TCAP_C
15.23,19.32,7.66,13.98,56.49,5.23,18.8,2023-04-20,22MANKS_TCAP_C
9.7,16.01,3.88,0.0,44.33,4.17,26.42,2023-04-21,22MANKS_TCAP_C
6.11,12.91,0.77,0.0,49.58,3.97,26.24,2023-04-22,22MANKS_TCAP_C
8.04,15.61,-0.95,0.0,44.89,1.88,24.54,2023-04-23,22MANKS_TCAP_C
10.38,17.84,3.83,0.16,57.01,3.76,21.26,2023-04-24,22MANKS_TCAP_C
11.6,17.72,4.36,0.0,68.99,2.44,15.34,2023-04-25,22MANKS_TCAP_C
11.98,17.22,7.17,0.59,71.59,2.65,20.75,2023-04-26,22MANKS_TCAP_C
12.4,16.79,7.04,0.43,76.26,1.48,16.63,2023-04-27,22MANKS_TCAP_C
9.91,12.75,7.44,1.96,81.68,3.67,6.98,2023-04-28,22MANKS_TCAP_C
13.46,24.56,3.35,0.0,47.89,4.2,27.48,2023-04-29,22MANKS_TCAP_C
10.75,16.88,5.04,0.0,44.27,4.91,28.69,2023-04-30,22MANKS_TCAP_C
10.68,18.61,2.72,0.0,43.04,3.69,29.23,2023-05-01,22MANKS_TCAP_C
11.84,20.38,3.66,0.0,38.37,3.01,29.89,2023-05-02,22MANKS_TCAP_C
15.5,24.89,4.97,0.02,41.02,1.2,28.53,2023-05-03,22MANKS_TCAP_C
16.74,22.72,13.7,0.86,69.59,3.86,13.1,2023-05-04,22MANKS_TCAP_C
19.78,27.67,12.42,1.54,76.3,3.24,15.29,2023-05-05,22MANKS_TCAP_C
24.13,32.25,18.48,0.27,60.87,2.99,25.84,2023-05-06,22MANKS_TCAP_C
24.83,34.21,16.11,1.58,60.02,3.65,26.89,2023-05-07,22MANKS_TCAP_C
22.42,29.77,15.89,1.96,60.33,3.01,28.0,2023-05-08,22MANKS_TCAP_C
20.84,26.06,15.18,20.3,78.01,3.38,9.4,2023-05-09,22MANKS_TCAP_C
21.83,26.15,17.6,7.79,82.09,2.81,21.38,2023-05-10,22MANKS_TCAP_C
21.76,26.4,17.62,1.73,80.44,3.48,11.38,2023-05-11,22MANKS_TCAP_C
24.47,31.1,19.3,0.28,64.43,3.69,22.95,2023-05-12,22MANKS_TCAP_C
21.93,28.42,15.88,0.05,59.39,2.8,24.16,2023-05-13,22MANKS_TCAP_C
21.52,25.7,18.01,5.74,73.27,1.82,16.38,2023-05-14,22MANKS_TCAP_C
16.48,18.43,12.56,18.31,88.56,3.08,4.85,2023-05-15,22MANKS_TCAP_C
16.06,20.99,11.58,0.3,78.53,2.11,14.53,2023-05-16,22MANKS_TCAP_C
19.46,27.02,10.37,0.0,64.03,1.67,25.83,2023-05-17,22MANKS_TCAP_C
21.47,27.84,13.33,0.24,62.0,1.54,24.66,2023-05-18,22MANKS_TCAP_C
15.76,19.25,10.35,3.72,66.67,3.51,14.69,2023-05-19,22MANKS_TCAP_C
15.22,22.69,7.23,0.0,59.34,1.53,27.51,2023-05-20,22MANKS_TCAP_C
18.41,26.32,9.21,0.0,56.64,1.8,29.18,2023-05-21,22MANKS_TCAP_C
19.3,24.95,12.54,0.0,60.82,2.14,24.6,2023-05-22,22MANKS_TCAP_C
22.18,28.88,16.15,0.0,55.33,2.04,26.61,2023-05-23,22MANKS_TCAP_C
22.6,29.78,15.88,1.51,56.29,2.0,27.99,2023-05-24,22MANKS_TCAP_C
22.26,28.98,15.57,1.56,66.13,2.4,18.37,2023-05-25,22MANKS_TCAP_C
22.28,29.35,15.31,0.01,54.03,3.44,28.14,2023-05-26,22MANKS_TCAP_C
21.87,29.67,13.73,0.0,41.52,3.4,29.66,2023-05-27,22MANKS_TCAP_C
22.36,28.1,16.0,1.76,55.07,3.07,19.03,2023-05-28,22MANKS_TCAP_C
24.09,30.12,17.72,0.51,63.41,2.81,26.97,2023-05-29,22MANKS_TCAP_C
25.2,32.1,17.95,1.85,64.96,2.11,20.29,2023-05-30,22MANKS_TCAP_C
25.08,29.8,19.7,5.04,66.3,2.32,18.05,2023-05-31,22MANKS_TCAP_C
23.21,26.84,20.73,6.78,78.59,2.65,15.04,2023-06-01,22MANKS_TCAP_C
23.78,28.44,18.85,5.61,69.87,2.0,20.1,2023-06-02,22MANKS_TCAP_C
22.93,28.04,17.34,14.51,78.93,2.51,22.77,2023-06-03,22MANKS_TCAP_C
24.15,30.91,16.58,0.48,62.52,1.95,25.6,2023-06-04,22MANKS_TCAP_C
24.58,31.11,17.89,5.61,61.26,1.76,20.66,2023-06-05,22MANKS_TCAP_C
24.78,31.07,18.38,1.08,57.65,0.85,27.91,2023-06-06,22MANKS_TCAP_C
25.94,32.74,18.07,0.0,53.92,1.41,27.33,2023-06-07,22MANKS_TCAP_C
26.59,34.09,19.56,1.3,58.75,1.88,18.39,2023-06-08,22MANKS_TCAP_C
24.73,31.1,18.81,19.63,66.1,2.46,27.06,2023-06-09,22MANKS_TCAP_C
22.26,25.23,19.36,2.9,81.35,1.58,11.79,2023-06-10,22MANKS_TCAP_C
20.83,25.09,15.76,0.24,74.55,3.28,16.35,2023-06-11,22MANKS_TCAP_C
18.62,24.47,12.12,0.0,53.09,1.47,27.74,2023-06-12,22MANKS_TCAP_C
20.88,28.24,12.65,2.45,57.2,1.26,26.13,2023-06-13,22MANKS_TCAP_C
22.27,26.94,17.32,3.56,65.99,1.0,28.49,2023-06-14,22MANKS_TCAP_C
24.43,31.24,16.48,0.08,53.26,1.58,26.25,2023-06-15,22MANKS_TCAP_C
25.53,31.92,18.94,2.42,53.34,1.38,25.5,2023-06-16,22MANKS_TCAP_C
24.32,29.47,19.2,2.71,62.16,2.15,23.91,2023-06-17,22MANKS_TCAP_C
23.69,31.75,17.39,6.39,62.91,2.01,27.11,2023-06-18,22MANKS_TCAP_C
26.61,34.39,17.98,0.0,50.3,2.62,30.14,2023-06-19,22MANKS_TCAP_C
27.11,34.45,19.22,0.02,51.13,3.6,30.41,2023-06-20,22MANKS_TCAP_C
26.21,32.65,20.78,6.67,57.62,2.76,19.14,2023-06-21,22MANKS_TCAP_C
26.22,32.82,19.06,0.36,58.24,1.81,26.0,2023-06-22,22MANKS_TCAP_C
26.79,32.35,21.35,0.02,55.98,2.5,24.94,2023-06-23,22MANKS_TCAP_C
28.23,36.25,21.61,0.21,54.29,3.11,26.0,2023-06-24,22MANKS_TCAP_C
25.62,32.56,19.51,0.0,39.24,4.02,30.8,2023-06-25,22MANKS_TCAP_C
25.54,33.31,16.75,0.0,39.83,2.15,30.36,2023-06-26,22MANKS_TCAP_C
25.45,31.7,17.45,0.77,45.83,3.38,23.57,2023-06-27,22MANKS_TCAP_C
29.87,39.36,20.58,0.6,53.59,3.04,27.39,2023-06-28,22MANKS_TCAP_C
31.39,39.38,23.78,0.63,53.12,1.51,22.69,2023-06-29,22MANKS_TCAP_C
29.85,36.19,25.53,9.09,56.98,1.72,24.8,2023-06-30,22MANKS_TCAP_C
24.66,28.38,19.58,16.01,75.9,2.18,21.28,2023-07-01,22MANKS_TCAP_C
17.17,27.27,8.36,0.04,24.98,1.43,21.81,2023-09-25,23FTC_DTD
17.38,27.91,8.33,0.0,29.98,1.75,21.46,2023-09-26,23FTC_DTD
19.18,29.66,10.04,0.0,29.1,1.73,21.15,2023-09-27,23FTC_DTD
19.73,29.17,12.6,0.0,29.75,2.76,20.44,2023-09-28,23FTC_DTD
17.69,27.22,9.67,0.01,30.58,2.57,18.32,2023-09-29,23FTC_DTD
18.94,29.76,8.97,0.09,33.74,1.76,17.12,2023-09-30,23FTC_DTD
19.55,28.4,11.09,0.04,39.1,2.9,15.79,2023-10-01,23FTC_DTD
16.46,25.93,7.92,2.54,47.51,2.92,15.07,2023-10-02,23FTC_DTD
12.04,19.07,5.87,0.11,49.22,2.8,12.52,2023-10-03,23FTC_DTD
12.46,20.41,6.32,0.16,46.83,1.56,16.04,2023-10-04,23FTC_DTD
12.3,20.29,6.19,0.0,45.27,1.68,17.94,2023-10-05,23FTC_DTD
8.85,15.59,4.39,0.0,53.91,2.08,14.25,2023-10-06,23FTC_DTD
12.61,23.06,3.49,0.0,38.46,1.39,19.45,2023-10-07,23FTC_DTD
14.72,24.76,6.58,0.0,32.83,1.72,19.48,2023-10-08,23FTC_DTD
15.52,26.19,6.59,0.02,30.54,1.28,18.43,2023-10-09,23FTC_DTD
16.38,25.54,8.62,0.01,27.14,1.71,16.62,2023-10-10,23FTC_DTD
13.53,20.29,8.25,2.92,51.08,1.39,7.64,2023-10-11,23FTC_DTD
7.26,11.85,2.82,2.39,65.18,4.1,6.7,2023-10-12,23FTC_DTD
4.93,12.65,-0.09,0.19,52.32,4.07,14.94,2023-10-13,23FTC_DTD
5.7,15.43,-1.82,0.1,53.6,0.84,15.94,2023-10-14,23FTC_DTD
10.26,19.97,2.56,0.05,43.63,2.4,17.44,2023-10-15,23FTC_DTD
13.89,23.8,6.03,0.01,38.62,1.31,17.03,2023-10-16,23FTC_DTD
16.62,27.67,9.0,0.07,34.28,3.18,16.42,2023-10-17,23FTC_DTD
13.53,23.3,6.08,0.07,43.27,2.67,15.2,2023-10-18,23FTC_DTD
15.72,25.89,9.35,0.01,36.45,3.04,16.96,2023-10-19,23FTC_DTD
17.45,27.84,10.71,0.04,29.34,2.58,16.84,2023-10-20,23FTC_DTD
15.51,24.6,8.16,0.09,34.7,2.02,15.64,2023-10-21,23FTC_DTD
14.42,24.18,6.15,0.04,39.0,1.29,14.55,2023-10-22,23FTC_DTD
15.05,25.13,7.81,0.02,34.65,1.57,14.5,2023-10-23,23FTC_DTD
12.2,20.9,6.18,0.06,46.91,2.05,12.12,2023-10-24,23FTC_DTD
11.33,21.64,3.88,0.02,49.11,1.06,15.67,2023-10-25,23FTC_DTD
7.22,14.48,-0.54,0.26,58.39,1.23,8.92,2023-10-26,23FTC_DTD
1.58,10.76,-5.55,0.22,67.22,1.85,9.26,2023-10-27,23FTC_DTD
-2.57,-0.11,-6.41,6.36,74.53,2.73,3.29,2023-10-28,23FTC_DTD
-4.58,1.36,-8.92,2.86,62.09,1.96,9.94,2023-10-29,23FTC_DTD
-1.9,7.64,-9.0,0.0,44.76,2.48,13.84,2023-10-30,23FTC_DTD
1.98,11.35,-5.68,0.58,44.39,1.66,14.45,2023-10-31,23FTC_DTD
6.37,15.37,0.41,0.07,40.06,2.7,10.64,2023-11-01,23FTC_DTD
9.01,17.98,2.03,0.04,36.79,3.69,10.76,2023-11-02,23FTC_DTD
11.32,18.78,5.57,0.14,44.98,2.39,11.13,2023-11-03,23FTC_DTD
9.07,18.49,2.03,0.05,50.63,1.61,13.33,2023-11-04,23FTC_DTD
11.81,21.95,6.23,0.0,36.51,2.61,12.03,2023-11-05,23FTC_DTD
11.12,21.09,4.44,0.0,35.04,1.05,9.52,2023-11-06,23FTC_DTD
9.99,21.16,2.9,0.14,41.44,2.13,9.9,2023-11-07,23FTC_DTD
2.89,5.73,-1.07,1.24,61.12,2.77,5.57,2023-11-08,23FTC_DTD
1.27,9.12,-3.65,0.02,41.9,2.01,13.0,2023-11-09,23FTC_DTD
2.72,11.89,-3.88,0.08,31.42,1.86,12.96,2023-11-10,23FTC_DTD
4.69,15.01,-1.98,0.08,30.36,3.07,12.41,2023-11-11,23FTC_DTD
6.59,16.49,1.08,0.04,33.58,2.61,12.84,2023-11-12,23FTC_DTD
7.54,17.9,1.12,0.01,30.75,1.72,11.75,2023-11-13,23FTC_DTD
9.6,18.99,4.49,0.06,34.26,2.92,11.93,2023-11-14,23FTC_DTD
8.75,17.5,2.85,0.0,38.42,1.9,9.84,2023-11-15,23FTC_DTD
9.59,18.69,2.44,0.77,56.28,3.01,7.59,2023-11-16,23FTC_DTD
6.85,16.9,0.27,0.05,54.92,1.63,11.6,2023-11-17,23FTC_DTD
7.38,16.48,0.53,0.42,51.64,1.83,8.2,2023-11-18,23FTC_DTD
6.34,13.21,1.44,0.36,57.8,2.87,6.91,2023-11-19,23FTC_DTD
3.36,7.65,-1.91,0.79,60.84,5.21,5.18,2023-11-20,23FTC_DTD
3.66,13.01,-3.15,0.07,48.31,2.43,11.26,2023-11-21,23FTC_DTD
8.24,19.43,2.81,0.0,35.71,3.31,10.31,2023-11-22,23FTC_DTD
-0.5,2.34,-6.06,2.47,68.02,3.15,4.39,2023-11-23,23FTC_DTD
-7.64,-6.48,-8.99,2.85,76.71,3.57,3.4,2023-11-24,23FTC_DTD
-6.31,-1.38,-8.44,1.31,65.09,2.93,4.81,2023-11-25,23FTC_DTD
-4.04,4.01,-7.81,0.32,54.01,2.38,9.52,2023-11-26,23FTC_DTD
-2.2,5.45,-7.56,0.68,51.1,2.73,10.36,2023-11-27,23FTC_DTD
1.37,10.05,-2.42,0.03,40.33,3.48,10.6,2023-11-28,23FTC_DTD
2.73,11.45,-1.1,0.0,33.01,2.06,7.45,2023-11-29,23FTC_DTD
-1.87,1.81,-4.33,0.11,54.94,1.81,6.77,2023-11-30,23FTC_DTD
-1.86,3.4,-5.76,0.35,63.79,1.06,5.16,2023-12-01,23FTC_DTD
-1.14,2.9,-3.48,0.51,48.48,4.51,7.24,2023-12-02,23FTC_DTD
0.39,3.67,-1.9,2.37,48.06,4.49,7.24,2023-12-03,23FTC_DTD
4.0,10.41,0.14,0.48,64.37,4.49,7.0,2023-12-04,23FTC_DTD
4.49,13.46,-0.8,0.05,61.94,4.07,9.45,2023-12-05,23FTC_DTD
6.49,16.59,1.97,0.01,43.96,3.64,10.43,2023-12-06,23FTC_DTD
5.43,12.94,-0.24,0.33,45.52,5.24,7.84,2023-12-07,23FTC_DTD
-0.12,5.19,-3.51,1.9,52.98,2.03,4.96,2023-12-08,23FTC_DTD
-3.33,0.82,-6.38,0.3,55.05,3.55,6.54,2023-12-09,23FTC_DTD
0.12,6.95,-6.2,0.09,45.87,5.77,6.36,2023-12-10,23FTC_DTD
1.36,9.13,-2.64,0.45,59.18,1.65,6.51,2023-12-11,23FTC_DTD
-2.6,0.14,-3.92,0.38,82.41,1.53,4.23,2023-12-12,23FTC_DTD
-1.3,2.63,-3.58,0.52,79.48,1.51,5.67,2023-12-13,23FTC_DTD
-0.25,4.7,-2.92,0.29,76.21,1.46,6.71,2023-12-14,23FTC_DTD
1.09,8.19,-2.0,0.01,51.06,4.23,9.16,2023-12-15,23FTC_DTD
3.21,12.41,-1.39,0.0,43.49,4.62,9.31,2023-12-16,23FTC_DTD
3.46,12.81,-1.8,0.0,43.07,2.94,9.52,2023-12-17,23FTC_DTD
3.49,12.99,-2.79,0.0,40.76,2.07,6.47,2023-12-18,23FTC_DTD
6.53,15.31,2.13,0.01,39.34,3.29,7.59,2023-12-19,23FTC_DTD
6.35,13.19,2.99,0.01,47.56,1.85,6.68,2023-12-20,23FTC_DTD
6.1,14.3,0.63,0.0,54.08,2.37,8.1,2023-12-21,23FTC_DTD
4.97,13.64,-0.04,0.0,52.25,1.96,7.98,2023-12-22,23FTC_DTD
4.26,11.87,-0.91,1.69,60.84,2.44,4.41,2023-12-23,23FTC_DTD
-3.42,-0.78,-6.34,0.77,51.67,4.69,6.7,2023-12-24,23FTC_DTD
-4.78,-1.99,-7.93,0.11,41.59,4.78,7.27,2023-12-25,23FTC_DTD
-1.17,3.32,-5.18,1.25,47.19,8.74,5.38,2023-12-26,23FTC_DTD
-0.45,5.66,-4.22,0.04,53.82,4.43,9.19,2023-12-27,23FTC_DTD
0.06,7.79,-4.13,0.05,42.86,3.2,10.16,2023-12-28,23FTC_DTD
2.23,10.66,-1.61,0.02,33.32,2.48,10.09,2023-12-29,23FTC_DTD
2.87,12.04,-1.24,0.04,43.37,1.97,9.84,2023-12-30,23FTC_DTD
-0.31,3.51,-2.24,0.0,64.57,0.7,7.09,2023-12-31,23FTC_DTD
2.46,9.23,-1.22,0.0,56.35,1.67,7.94,2024-01-01,23FTC_DTD
1.37,8.09,-2.36,0.0,50.34,1.06,9.75,2024-01-02,23FTC_DTD
-0.43,6.32,-3.52,0.0,55.82,2.31,9.55,2024-01-03,23FTC_DTD
-1.75,3.51,-3.93,0.13,65.04,1.37,6.33,2024-01-04,23FTC_DTD
-1.24,3.01,-3.82,0.3,55.15,2.69,6.82,2024-01-05,23FTC_DTD
-3.3,1.79,-6.68,0.13,50.01,2.65,9.49,2024-01-06,23FTC_DTD
-2.93,1.71,-6.39,0.39,56.63,1.55,6.47,2024-01-07,23FTC_DTD
-6.15,-2.73,-9.2,0.29,58.89,5.69,9.17,2024-01-08,23FTC_DTD
-3.84,3.39,-9.73,0.44,46.87,5.82,7.81,2024-01-09,23FTC_DTD
-3.58,0.04,-5.69,0.6,42.62,5.37,7.44,2024-01-10,23FTC_DTD
-7.34,-4.48,-12.77,0.6,56.88,2.59,8.39,2024-01-11,23FTC_DTD
-7.36,-0.76,-13.23,2.66,53.27,3.95,7.02,2024-01-12,23FTC_DTD
-13.17,-6.36,-17.57,1.62,63.13,1.93,8.49,2024-01-13,23FTC_DTD
-14.42,-9.57,-17.98,2.98,84.91,2.2,6.73,2024-01-14,23FTC_DTD
-18.26,-13.59,-22.38,2.06,72.29,3.26,6.42,2024-01-15,23FTC_DTD
-9.83,-0.77,-21.49,0.36,57.05,5.32,8.43,2024-01-16,23FTC_DTD
-1.22,3.36,-4.2,1.42,62.82,3.3,5.47,2024-01-17,23FTC_DTD
-2.18,3.54,-11.34,0.77,71.95,3.4,9.0,2024-01-18,23FTC_DTD
-6.49,1.18,-12.32,0.15,77.74,1.27,5.98,2024-01-19,23FTC_DTD
-1.85,4.31,-7.17,0.03,80.45,1.09,6.18,2024-01-20,23FTC_DTD
2.61,8.44,-0.23,0.14,66.45,1.8,4.03,2024-01-21,23FTC_DTD
2.67,9.49,-0.55,0.05,64.94,1.76,7.27,2024-01-22,23FTC_DTD
2.61,8.33,-0.69,0.02,65.78,1.5,9.59,2024-01-23,23FTC_DTD
2.42,9.39,-0.98,0.13,61.22,2.04,7.33,2024-01-24,23FTC_DTD
1.96,9.0,-2.15,0.18,57.8,1.82,10.06,2024-01-25,23FTC_DTD
0.79,5.82,-2.62,0.62,63.13,2.18,7.11,2024-01-26,23FTC_DTD
0.92,8.57,-3.49,0.02,48.04,3.84,12.48,2024-01-27,23FTC_DTD
4.61,14.42,-0.21,0.0,57.15,3.71,11.64,2024-01-28,23FTC_DTD
5.64,14.42,0.57,0.0,66.05,2.81,11.83,2024-01-29,23FTC_DTD
