T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN,date,studyName
22.27,30.0,13.7,0.0,52.47,1.59,22.75,2025-05-31,24Crk_AY2-3
23.11,30.68,14.76,0.0,56.11,2.4,22.22,2025-06-01,24Crk_AY2-3
16.9,23.24,9.8,4.3,70.23,3.89,12.57,2025-06-02,24Crk_AY2-3
16.31,23.29,8.23,0.02,55.47,3.06,26.09,2025-06-03,24Crk_AY2-3
16.52,22.59,8.38,0.25,51.88,2.6,21.56,2025-06-04,24Crk_AY2-3
16.7,22.58,11.16,1.3,57.73,1.07,20.51,2025-06-05,24Crk_AY2-3
18.18,25.37,9.53,0.0,54.24,2.06,25.15,2025-06-06,24Crk_AY2-3
17.86,26.89,11.57,8.03,66.42,4.0,19.86,2025-06-07,24Crk_AY2-3
12.05,14.27,9.66,3.56,71.38,4.96,11.01,2025-06-08,24Crk_AY2-3
13.84,20.26,9.86,0.31,74.89,3.44,8.15,2025-06-09,24Crk_AY2-3
18.83,29.03,9.01,0.02,55.72,2.92,28.32,2025-06-10,24Crk_AY2-3
17.61,25.21,9.63,0.0,54.48,1.88,22.82,2025-06-11,24Crk_AY2-3
15.87,21.4,9.65,0.0,63.49,2.27,11.47,2025-06-12,24Crk_AY2-3
17.11,23.13,9.96,0.09,61.18,3.62,17.8,2025-06-13,24Crk_AY2-3
17.1,24.02,8.81,0.0,62.71,2.64,23.49,2025-06-14,24Crk_AY2-3
19.67,27.14,11.08,0.59,73.0,2.51,19.34,2025-06-15,24Crk_AY2-3
19.65,22.53,16.14,7.01,85.59,1.45,11.65,2025-06-16,24Crk_AY2-3
21.57,28.2,14.44,0.17,63.48,2.23,25.09,2025-06-17,24Crk_AY2-3
21.97,29.49,15.07,5.89,58.85,1.8,25.12,2025-06-18,24Crk_AY2-3
22.87,29.75,15.34,0.84,60.88,1.21,27.32,2025-06-19,24Crk_AY2-3
24.29,30.79,17.98,6.66,70.84,3.08,25.21,2025-06-20,24Crk_AY2-3
25.77,31.45,20.04,8.0,76.39,2.06,26.38,2025-06-21,24Crk_AY2-3
25.39,32.05,16.52,4.32,79.3,3.43,13.24,2025-06-22,24Crk_AY2-3
18.21,23.38,12.95,0.02,58.61,4.51,29.33,2025-06-23,24Crk_AY2-3
19.72,27.2,9.93,0.01,51.42,2.29,29.3,2025-06-24,24Crk_AY2-3
18.68,22.22,14.55,2.43,68.85,2.01,10.37,2025-06-25,24Crk_AY2-3
18.13,22.79,13.79,0.18,75.39,2.5,10.39,2025-06-26,24Crk_AY2-3
20.29,27.05,12.28,0.29,72.24,2.01,18.13,2025-06-27,24Crk_AY2-3
23.76,31.94,16.75,2.47,70.12,2.39,21.12,2025-06-28,24Crk_AY2-3
24.16,30.2,18.3,0.01,51.5,3.48,27.26,2025-06-29,24Crk_AY2-3
21.64,26.72,15.46,0.95,59.45,3.55,23.23,2025-06-30,24Crk_AY2-3
25.06,32.14,16.14,0.91,48.55,2.9,28.44,2025-07-01,24Crk_AY2-3
25.77,32.84,18.03,1.02,49.89,1.79,29.29,2025-07-02,24Crk_AY2-3
26.13,33.04,18.77,2.5,62.81,3.23,19.39,2025-07-03,24Crk_AY2-3
28.08,34.28,23.62,5.3,69.2,2.49,19.47,2025-07-04,24Crk_AY2-3
23.15,27.67,16.8,1.72,51.4,3.83,26.79,2025-07-05,24Crk_AY2-3
20.31,26.79,12.79,0.0,52.71,2.24,25.6,2025-07-06,24Crk_AY2-3
20.85,25.89,16.37,4.05,65.48,1.24,16.69,2025-07-07,24Crk_AY2-3
21.18,27.89,14.33,0.25,63.83,1.66,26.03,2025-07-08,24Crk_AY2-3
24.67,31.97,15.62,0.99,59.91,3.33,25.66,2025-07-09,24Crk_AY2-3
27.66,34.0,22.18,2.16,64.56,3.74,22.48,2025-07-10,24Crk_AY2-3
22.72,26.85,17.63,1.0,62.37,3.08,14.1,2025-07-11,24Crk_AY2-3
21.03,27.85,14.67,0.06,59.19,2.66,22.2,2025-07-12,24Crk_AY2-3
24.49,31.89,17.28,0.01,45.51,3.18,28.09,2025-07-13,24Crk_AY2-3
23.04,29.67,18.13,9.72,70.43,1.97,19.39,2025-07-14,24Crk_AY2-3
19.29,22.58,14.45,1.68,72.3,4.41,8.66,2025-07-15,24Crk_AY2-3
16.64,21.38,11.95,0.0,54.09,3.01,16.59,2025-07-16,24Crk_AY2-3
17.97,23.97,10.63,0.0,47.81,1.12,25.38,2025-07-17,24Crk_AY2-3
16.85,20.83,12.97,21.58,85.16,2.2,7.45,2025-07-18,24Crk_AY2-3
18.49,25.38,11.08,0.23,71.07,1.33,25.23,2025-07-19,24Crk_AY2-3
19.4,24.68,13.29,0.7,67.41,2.26,13.95,2025-07-20,24Crk_AY2-3
21.53,27.54,16.44,8.04,77.73,1.96,19.5,2025-07-21,24Crk_AY2-3
22.72,26.77,18.91,11.34,88.2,2.3,13.65,2025-07-22,24Crk_AY2-3
20.86,25.9,16.54,10.49,75.95,2.78,13.13,2025-07-23,24Crk_AY2-3
21.37,25.86,15.94,1.27,73.03,1.07,21.85,2025-07-24,24Crk_AY2-3
23.63,28.84,16.75,5.11,78.35,3.17,24.94,2025-07-25,24Crk_AY2-3
26.13,31.56,21.42,4.72,77.81,2.03,25.08,2025-07-26,24Crk_AY2-3
25.63,31.57,20.37,7.19,77.9,2.8,23.86,2025-07-27,24Crk_AY2-3
22.36,26.96,18.71,0.45,74.63,1.28,15.52,2025-07-28,24Crk_AY2-3
21.32,27.31,15.93,0.21,70.92,1.64,21.79,2025-07-29,24Crk_AY2-3
19.32,24.33,14.73,0.05,57.3,2.46,20.36,2025-07-30,24Crk_AY2-3
18.59,24.27,12.66,0.0,54.63,1.02,24.12,2025-07-31,24Crk_AY2-3
20.31,27.71,11.97,0.0,58.98,2.42,22.22,2025-08-01,24Crk_AY2-3
21.28,27.8,14.1,0.0,61.79,3.19,21.97,2025-08-02,24Crk_AY2-3
19.77,23.46,15.81,1.87,80.58,2.57,10.66,2025-08-03,24Crk_AY2-3
20.5,24.63,17.03,3.66,84.32,2.77,7.72,2025-08-04,24Crk_AY2-3
21.38,25.72,17.52,11.34,84.71,4.14,11.92,2025-08-05,24Crk_AY2-3
23.86,29.37,19.44,3.04,74.16,2.85,20.94,2025-08-06,24Crk_AY2-3
25.25,32.08,17.84,4.93,71.86,1.98,23.98,2025-08-07,24Crk_AY2-3
24.82,29.14,21.2,10.03,84.73,2.4,19.38,2025-08-08,24Crk_AY2-3
21.5,27.3,15.08,1.51,65.98,3.96,21.23,2025-08-09,24Crk_AY2-3
20.45,25.94,15.3,0.08,69.35,2.63,13.73,2025-08-10,24Crk_AY2-3
21.38,28.44,16.11,0.97,71.09,3.13,16.68,2025-08-11,24Crk_AY2-3
19.86,25.51,14.94,0.21,68.78,3.2,23.94,2025-08-12,24Crk_AY2-3
20.01,26.69,12.56,0.0,62.58,1.54,23.46,2025-08-13,24Crk_AY2-3
24.48,31.19,17.69,1.73,69.69,3.39,20.21,2025-08-14,24Crk_AY2-3
21.72,27.71,15.82,0.03,53.37,2.25,20.18,2025-08-15,24Crk_AY2-3
21.21,27.77,15.43,0.61,51.19,3.37,18.42,2025-08-16,24Crk_AY2-3
21.24,26.69,15.76,3.99,69.8,4.08,5.62,2025-08-17,24Crk_AY2-3
23.33,30.2,18.41,0.63,75.72,2.34,17.87,2025-08-18,24Crk_AY2-3
22.43,29.27,15.69,0.05,70.55,1.71,19.61,2025-08-19,24Crk_AY2-3
23.7,32.2,15.72,0.14,64.0,2.82,23.95,2025-08-20,24Crk_AY2-3
24.59,32.29,19.27,0.98,66.69,3.27,12.72,2025-08-21,24Crk_AY2-3
21.38,29.61,15.05,0.01,49.63,4.21,22.48,2025-08-22,24Crk_AY2-3
17.14,21.82,12.68,0.22,59.43,4.82,16.02,2025-08-23,24Crk_AY2-3
15.66,21.65,10.09,0.02,59.23,4.12,19.61,2025-08-24,24Crk_AY2-3
16.91,24.0,9.13,0.0,52.83,1.85,19.09,2025-08-25,24Crk_AY2-3
20.7,28.46,13.04,0.25,45.6,2.91,23.16,2025-08-26,24Crk_AY2-3
22.75,31.49,14.12,0.14,49.17,2.5,21.5,2025-08-27,24Crk_AY2-3
22.5,30.16,15.34,0.03,57.79,1.6,21.47,2025-08-28,24Crk_AY2-3
23.27,31.23,17.31,0.11,55.49,1.19,19.9,2025-08-29,24Crk_AY2-3
24.0,32.01,16.39,0.0,54.66,1.73,20.63,2025-08-30,24Crk_AY2-3
23.52,30.24,16.64,0.0,58.01,2.3,20.63,2025-08-31,24Crk_AY2-3
22.52,29.45,15.13,3.24,55.65,2.56,16.92,2025-09-01,24Crk_AY2-3
19.66,25.56,11.67,0.69,63.18,3.98,10.6,2025-09-02,24Crk_AY2-3
12.08,17.17,7.48,0.09,59.33,4.03,13.79,2025-09-03,24Crk_AY2-3
8.02,11.36,5.19,13.34,79.29,2.91,4.54,2025-09-04,24Crk_AY2-3
10.76,17.3,5.21,0.06,66.5,4.95,16.81,2025-09-05,24Crk_AY2-3
11.32,17.24,6.68,0.62,65.83,3.21,15.45,2025-09-06,24Crk_AY2-3
12.51,20.13,4.89,0.0,55.87,2.24,20.88,2025-09-07,24Crk_AY2-3
15.76,24.45,7.33,0.02,63.81,1.9,12.89,2025-09-08,24Crk_AY2-3
19.17,27.81,11.77,0.0,64.3,1.19,18.25,2025-09-09,24Crk_AY2-3
19.55,28.09,12.09,0.0,61.53,2.06,19.27,2025-09-10,24Crk_AY2-3
19.99,27.7,13.67,10.56,68.26,4.42,11.58,2025-09-11,24Crk_AY2-3
21.42,27.98,16.79,0.5,78.02,2.74,15.89,2025-09-12,24Crk_AY2-3
20.63,25.95,16.58,1.13,82.17,3.02,8.41,2025-09-13,24Crk_AY2-3
24.02,30.71,17.89,0.1,69.88,3.88,13.96,2025-09-14,24Crk_AY2-3
23.21,26.88,19.79,1.6,71.01,4.78,12.8,2025-09-15,24Crk_AY2-3
22.9,30.94,16.55,0.04,65.36,2.35,15.9,2025-09-16,24Crk_AY2-3
19.52,24.72,14.63,0.01,72.67,2.37,10.88,2025-09-17,24Crk_AY2-3
17.67,21.86,14.13,3.65,76.06,3.61,3.46,2025-09-18,24Crk_AY2-3
16.44,19.47,14.43,10.56,91.36,2.16,4.0,2025-09-19,24Crk_AY2-3
17.59,21.41,14.48,3.25,86.2,1.01,6.94,2025-09-20,24Crk_AY2-3
18.12,23.82,13.68,0.52,77.04,0.88,12.6,2025-09-21,24Crk_AY2-3
19.37,26.84,12.58,0.02,69.96,1.09,17.17,2025-09-22,24Crk_AY2-3
19.06,25.42,13.76,0.0,72.45,1.46,16.71,2025-09-23,24Crk_AY2-3
19.58,26.79,13.43,0.02,68.26,1.33,16.57,2025-09-24,24Crk_AY2-3
16.38,22.08,9.93,0.0,58.87,3.67,17.12,2025-09-25,24Crk_AY2-3
17.23,27.29,8.49,0.03,55.67,4.06,16.81,2025-09-26,24Crk_AY2-3
16.69,24.78,8.56,0.0,49.85,3.2,17.23,2025-09-27,24Crk_AY2-3
19.46,29.19,11.2,0.0,53.68,3.8,16.42,2025-09-28,24Crk_AY2-3
21.21,29.54,14.64,0.36,66.14,1.36,14.91,2025-09-29,24Crk_AY2-3
22.6,28.96,17.37,0.14,70.28,3.9,12.65,2025-09-30,24Crk_AY2-3
22.8,28.43,18.0,1.17,62.25,5.93,12.95,2025-10-01,24Crk_AY2-3
22.04,30.36,14.94,0.32,61.05,1.65,15.07,2025-10-02,24Crk_AY2-3
23.27,30.7,15.68,0.05,57.16,4.71,13.18,2025-10-03,24Crk_AY2-3
21.96,25.59,16.82,2.57,66.79,3.92,10.59,2025-10-04,24Crk_AY2-3
13.15,16.28,8.7,7.29,79.84,4.25,4.7,2025-10-05,24Crk_AY2-3
9.53,15.1,3.24,0.0,56.19,3.38,15.18,2025-10-06,24Crk_AY2-3
6.98,12.34,1.17,0.0,53.92,2.39,15.76,2025-10-07,24Crk_AY2-3
10.26,19.69,2.12,0.0,43.64,4.26,14.84,2025-10-08,24Crk_AY2-3
14.6,23.05,9.2,0.01,62.56,4.45,10.65,2025-10-09,24Crk_AY2-3
10.39,17.72,3.7,0.0,60.52,1.68,14.92,2025-10-10,24Crk_AY2-3
13.27,22.86,5.63,4.27,54.04,5.6,10.09,2025-10-11,24Crk_AY2-3
15.03,23.37,6.17,11.35,70.61,7.44,4.23,2025-10-12,24Crk_AY2-3
6.5,12.36,2.97,0.0,56.9,4.25,14.03,2025-10-13,24Crk_AY2-3
6.3,11.74,2.46,0.14,65.56,2.24,3.53,2025-10-14,24Crk_AY2-3
8.8,15.0,4.31,0.49,80.93,1.58,3.98,2025-10-15,24Crk_AY2-3
12.59,17.83,6.41,19.19,92.73,2.86,2.41,2025-10-16,24Crk_AY2-3
11.73,17.22,7.98,0.02,77.38,4.21,5.72,2025-10-17,24Crk_AY2-3
9.15,14.06,5.08,0.05,66.88,4.32,11.91,2025-10-18,24Crk_AY2-3
8.14,14.63,2.4,0.12,63.01,2.95,12.85,2025-10-19,24Crk_AY2-3
7.15,9.21,4.85,10.82,80.45,3.54,3.06,2025-10-20,24Crk_AY2-3
4.74,8.87,-0.29,4.56,75.67,6.2,5.79,2025-10-21,24Crk_AY2-3
2.56,9.32,-1.99,0.01,78.07,2.19,6.65,2025-10-22,24Crk_AY2-3
3.24,10.5,-2.02,0.0,76.91,1.17,12.18,2025-10-23,24Crk_AY2-3
6.29,15.13,0.34,0.0,69.38,3.5,6.72,2025-10-24,24Crk_AY2-3
8.71,16.28,3.36,0.0,81.88,4.79,9.24,2025-10-25,24Crk_AY2-3
12.45,19.23,6.17,0.01,73.52,7.36,9.79,2025-10-26,24Crk_AY2-3
11.03,13.52,8.82,20.36,74.42,6.33,1.82,2025-10-27,24Crk_AY2-3
7.31,9.6,3.11,4.23,84.4,3.1,4.57,2025-10-28,24Crk_AY2-3
4.0,10.89,-1.32,0.01,74.83,1.39,10.63,2025-10-29,24Crk_AY2-3
4.51,11.0,1.29,0.3,73.95,2.93,6.29,2025-10-30,24Crk_AY2-3
2.44,7.17,-0.39,1.08,86.31,3.34,3.36,2025-10-31,24Crk_AY2-3
1.78,6.31,-2.73,0.13,77.89,3.05,6.11,2025-11-01,24Crk_AY2-3
6.87,15.23,1.82,0.01,59.91,6.84,3.07,2025-11-02,24Crk_AY2-3
5.23,12.81,0.9,0.0,58.58,4.7,9.77,2025-11-03,24Crk_AY2-3
4.13,10.67,-0.15,1.32,70.36,1.77,4.35,2025-11-04,24Crk_AY2-3
2.13,8.95,-1.91,0.0,75.92,2.79,9.36,2025-11-05,24Crk_AY2-3
2.27,6.35,-1.56,0.16,81.5,2.94,3.55,2025-11-06,24Crk_AY2-3
-2.22,0.94,-7.1,0.16,69.83,4.0,4.31,2025-11-07,24Crk_AY2-3
-4.44,-2.2,-6.44,0.0,56.12,4.27,7.43,2025-11-08,24Crk_AY2-3
-4.87,-0.55,-7.54,0.01,68.51,4.76,3.94,2025-11-09,24Crk_AY2-3
-3.9,0.19,-8.23,0.01,79.44,4.43,4.22,2025-11-10,24Crk_AY2-3
1.76,8.59,-2.44,0.02,77.83,4.44,8.22,2025-11-11,24Crk_AY2-3
1.45,8.41,-1.31,0.0,79.94,3.65,8.33,2025-11-12,24Crk_AY2-3
1.9,9.25,-1.62,0.0,83.49,1.87,7.94,2025-11-13,24Crk_AY2-3
5.54,12.13,0.98,1.65,88.39,3.95,7.7,2025-11-14,24Crk_AY2-3
0.95,5.9,-3.88,0.0,65.73,4.26,8.12,2025-11-15,24Crk_AY2-3
-0.89,5.5,-4.93,0.0,62.2,1.66,7.58,2025-11-16,24Crk_AY2-3
-0.08,6.42,-3.37,0.0,63.15,2.32,7.45,2025-11-17,24Crk_AY2-3
0.07,5.3,-3.61,0.05,64.11,2.31,4.59,2025-11-18,24Crk_AY2-3
3.11,6.83,0.87,3.89,93.76,3.91,1.84,2025-11-19,24Crk_AY2-3
0.88,5.96,-2.9,0.06,79.13,3.34,5.5,2025-11-20,24Crk_AY2-3
-0.19,5.61,-4.53,0.0,82.33,2.42,4.62,2025-11-21,24Crk_AY2-3
3.15,9.81,0.15,0.01,80.7,4.13,7.1,2025-11-22,24Crk_AY2-3
4.65,11.44,0.52,0.0,71.94,2.96,6.69,2025-11-23,24Crk_AY2-3
2.1,6.52,-0.73,0.04,81.06,2.83,6.64,2025-11-24,24Crk_AY2-3
-1.19,0.49,-4.06,2.68,81.57,5.61,1.13,2025-11-25,24Crk_AY2-3
-4.14,-0.3,-6.23,0.0,72.07,4.54,2.76,2025-11-26,24Crk_AY2-3
-4.76,-2.71,-7.37,0.03,67.41,4.43,3.56,2025-11-27,24Crk_AY2-3
-7.76,-6.41,-9.32,0.03,67.92,2.1,2.97,2025-11-28,24Crk_AY2-3
-7.18,-5.92,-8.14,1.31,75.92,2.23,2.34,2025-11-29,24Crk_AY2-3
-9.79,-6.38,-13.64,0.14,71.12,3.18,3.15,2025-11-30,24Crk_AY2-3
-11.84,-7.24,-15.46,0.01,83.74,3.49,5.07,2025-12-01,24Crk_AY2-3
-7.63,-2.35,-11.55,0.33,79.91,4.91,4.03,2025-12-02,24Crk_AY2-3
-15.08,-11.59,-18.13,0.0,67.73,3.96,5.92,2025-12-03,24Crk_AY2-3
-12.03,-6.26,-19.0,0.34,87.85,4.71,4.21,2025-12-04,24Crk_AY2-3
-9.94,-4.77,-13.78,0.11,84.47,2.9,3.01,2025-12-05,24Crk_AY2-3
-15.02,-12.6,-19.4,0.04,69.13,2.78,5.57,2025-12-06,24Crk_AY2-3
-16.48,-12.39,-20.74,0.16,77.39,2.04,5.38,2025-12-07,24Crk_AY2-3
-11.65,-7.65,-16.08,4.17,94.43,3.52,2.06,2025-12-08,24Crk_AY2-3
-7.6,-4.26,-11.08,10.72,94.24,3.99,1.43,2025-12-09,24Crk_AY2-3
-12.09,-8.01,-15.69,0.27,88.14,3.94,3.77,2025-12-10,24Crk_AY2-3
-13.21,-8.9,-16.64,0.17,86.18,1.95,3.78,2025-12-11,24Crk_AY2-3
-17.58,-9.8,-26.57,0.6,83.74,5.69,2.87,2025-12-12,24Crk_AY2-3
-23.56,-15.98,-28.54,0.01,87.57,3.73,3.25,2025-12-13,24Crk_AY2-3
-18.14,-10.95,-25.1,0.02,88.85,4.69,2.25,2025-12-14,24Crk_AY2-3
-10.07,-6.43,-13.1,0.1,95.64,2.02,4.29,2025-12-15,24Crk_AY2-3
-2.46,4.75,-10.89,0.01,86.52,6.45,4.97,2025-12-16,24Crk_AY2-3
-3.68,0.98,-11.14,0.92,85.15,4.23,4.28,2025-12-17,24Crk_AY2-3
-15.49,-0.41,-25.87,5.13,83.66,8.75,2.11,2025-12-18,24Crk_AY2-3
-17.18,-6.85,-27.1,1.8,84.38,5.19,2.06,2025-12-19,24Crk_AY2-3
-15.34,-10.46,-20.26,0.02,80.85,5.87,5.64,2025-12-20,24Crk_AY2-3
-13.03,-7.37,-18.92,0.05,89.41,1.61,5.68,2025-12-21,24Crk_AY2-3
-5.55,-1.2,-11.19,0.04,96.13,2.17,1.85,2025-12-22,24Crk_AY2-3
-12.03,-3.88,-15.6,0.02,81.35,3.14,5.34,2025-12-23,24Crk_AY2-3
-10.91,-6.21,-17.33,0.0,88.84,3.23,4.06,2025-12-24,24Crk_AY2-3
-7.73,-1.77,-17.21,0.62,90.89,3.88,0.97,2025-12-25,24Crk_AY2-3
-9.83,-5.95,-15.05,0.23,86.9,1.89,4.08,2025-12-26,24Crk_AY2-3
-6.33,-2.25,-14.95,0.31,94.01,3.39,3.73,2025-12-27,24Crk_AY2-3
-16.32,-15.21,-19.18,4.0,88.68,6.97,1.1,2025-12-28,24Crk_AY2-3
-19.42,-14.84,-23.97,0.08,86.92,3.62,5.17,2025-12-29,24Crk_AY2-3
-8.47,-0.77,-14.31,1.19,92.32,3.46,2.99,2025-12-30,24Crk_AY2-3
-19.1,-14.3,-26.97,1.09,89.67,4.3,4.75,2025-12-31,24Crk_AY2-3
-18.02,-14.67,-21.89,3.39,95.63,0.97,3.66,2026-01-01,24Crk_AY2-3
-17.29,-11.27,-23.89,0.99,97.89,1.18,3.72,2026-01-02,24Crk_AY2-3
-12.5,-9.37,-16.11,0.46,98.48,0.93,3.78,2026-01-03,24Crk_AY2-3
-10.42,-7.32,-15.78,1.49,98.86,1.41,1.53,2026-01-04,24Crk_AY2-3
-4.97,-1.8,-7.27,0.19,98.35,0.78,3.69,2026-01-05,24Crk_AY2-3
-3.77,-2.93,-5.02,0.29,98.04,1.62,4.84,2026-01-06,24Crk_AY2-3
-3.47,0.03,-6.13,0.21,99.38,1.93,6.21,2026-01-07,24Crk_AY2-3
-4.04,-1.25,-8.29,0.19,99.13,1.67,6.57,2026-01-08,24Crk_AY2-3
-7.79,-1.68,-12.58,0.33,98.26,2.2,6.24,2026-01-09,24Crk_AY2-3
-10.45,-8.93,-14.09,1.35,97.39,2.92,4.85,2026-01-10,24Crk_AY2-3
-9.93,-1.74,-19.24,0.01,98.94,2.09,6.47,2026-01-11,24Crk_AY2-3
-2.94,0.33,-7.04,0.27,99.26,1.98,6.57,2026-01-12,24Crk_AY2-3
-2.25,0.86,-12.53,0.15,92.28,3.98,6.63,2026-01-13,24Crk_AY2-3
-15.41,-11.94,-19.69,0.03,88.92,1.62,7.14,2026-01-14,24Crk_AY2-3
-4.89,1.02,-12.45,0.54,93.65,2.94,6.98,2026-01-15,24Crk_AY2-3
-10.24,-0.03,-14.43,4.94,89.04,4.4,6.21,2026-01-16,24Crk_AY2-3
-18.52,-14.91,-20.97,0.78,87.86,3.13,7.41,2026-01-17,24Crk_AY2-3
-17.85,-13.67,-22.63,1.42,90.08,3.86,5.74,2026-01-18,24Crk_AY2-3
-23.14,-17.68,-27.48,0.08,93.53,1.78,7.76,2026-01-19,24Crk_AY2-3
-21.29,-14.19,-27.08,0.25,98.37,1.36,6.76,2026-01-20,24Crk_AY2-3
-14.79,-10.53,-18.96,2.11,94.89,2.39,7.24,2026-01-21,24Crk_AY2-3
-25.46,-18.87,-34.08,0.66,87.13,2.9,7.81,2026-01-22,24Crk_AY2-3
-29.95,-24.0,-34.35,0.06,92.39,1.54,8.44,2026-01-23,24Crk_AY2-3
-25.46,-18.83,-31.1,0.19,96.63,1.49,8.5,2026-01-24,24Crk_AY2-3
-26.69,-22.66,-30.71,0.07,94.89,1.45,8.48,2026-01-25,24Crk_AY2-3
-19.26,-11.89,-29.47,0.79,94.54,3.45,8.42,2026-01-26,24Crk_AY2-3
-20.67,-15.65,-25.14,0.01,94.68,1.96,8.85,2026-01-27,24Crk_AY2-3
-22.04,-16.69,-26.8,0.07,95.5,1.46,-999.0,2026-01-28,24Crk_AY2-3
-21.6,-16.16,-25.77,0.12,96.09,1.27,-999.0,2026-01-29,24Crk_AY2-3
-22.64,-15.75,-27.96,0.0,92.25,1.07,-999.0,2026-01-30,24Crk_AY2-3
-15.4,-6.84,-23.81,3.73,96.12,3.68,-999.0,2026-01-31,24Crk_AY2-3
-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2026-02-01,24Crk_AY2-3
-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2026-02-02,24Crk_AY2-3
-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2026-02-03,24Crk_AY2-3
20.29,24.69,17.47,10.89,76.37,2.07,5.79,2024-09-22,25_Big6_SVREC_SVREC
16.76,20.87,14.15,0.49,76.61,3.63,11.17,2024-09-23,25_Big6_SVREC_SVREC
17.96,21.63,13.66,6.84,87.86,2.37,8.29,2024-09-24,25_Big6_SVREC_SVREC
19.06,23.66,14.51,0.52,79.21,3.02,8.7,2024-09-25,25_Big6_SVREC_SVREC
17.55,23.21,12.17,0.03,72.59,1.49,13.09,2024-09-26,25_Big6_SVREC_SVREC
18.59,22.77,14.37,0.02,73.37,4.34,15.21,2024-09-27,25_Big6_SVREC_SVREC
19.49,23.54,16.88,0.76,75.22,4.68,12.63,2024-09-28,25_Big6_SVREC_SVREC
19.26,23.92,16.05,0.12,78.78,3.85,15.0,2024-09-29,25_Big6_SVREC_SVREC
19.34,24.44,14.74,0.07,80.51,2.3,15.01,2024-09-30,25_Big6_SVREC_SVREC
16.54,22.8,11.43,2.66,80.68,2.96,4.9,2024-10-01,25_Big6_SVREC_SVREC
14.35,19.43,10.99,0.0,54.54,2.12,17.34,2024-10-02,25_Big6_SVREC_SVREC
15.77,22.93,9.44,0.13,64.85,2.77,15.72,2024-10-03,25_Big6_SVREC_SVREC
15.77,21.44,10.59,0.06,70.79,2.52,9.52,2024-10-04,25_Big6_SVREC_SVREC
14.98,20.6,9.68,0.0,57.5,3.42,16.71,2024-10-05,25_Big6_SVREC_SVREC
17.06,23.43,12.78,0.05,59.6,5.55,15.69,2024-10-06,25_Big6_SVREC_SVREC
12.61,17.42,8.95,0.03,57.92,3.49,16.69,2024-10-07,25_Big6_SVREC_SVREC
11.74,18.46,6.17,0.0,66.56,2.97,13.54,2024-10-08,25_Big6_SVREC_SVREC
10.48,16.55,5.35,0.0,66.29,2.98,15.88,2024-10-09,25_Big6_SVREC_SVREC
11.6,16.39,7.71,0.0,63.85,1.35,15.94,2024-10-10,25_Big6_SVREC_SVREC
14.6,22.07,7.26,0.19,64.0,4.25,12.67,2024-10-11,25_Big6_SVREC_SVREC
11.9,16.89,8.13,2.95,71.67,2.92,13.59,2024-10-12,25_Big6_SVREC_SVREC
10.32,14.16,7.42,18.34,81.26,3.45,5.85,2024-10-13,25_Big6_SVREC_SVREC
8.3,10.41,6.1,3.01,72.97,4.08,9.27,2024-10-14,25_Big6_SVREC_SVREC
7.17,9.85,5.54,4.44,74.61,4.6,10.63,2024-10-15,25_Big6_SVREC_SVREC
7.53,12.31,3.63,0.01,67.61,2.64,14.46,2024-10-16,25_Big6_SVREC_SVREC
8.18,15.76,1.94,0.0,69.46,1.98,14.47,2024-10-17,25_Big6_SVREC_SVREC
9.77,18.21,2.45,0.0,60.72,2.32,14.24,2024-10-18,25_Big6_SVREC_SVREC
11.33,19.93,4.43,0.0,60.27,2.45,14.06,2024-10-19,25_Big6_SVREC_SVREC
14.03,22.41,6.4,0.0,63.27,3.78,12.99,2024-10-20,25_Big6_SVREC_SVREC
16.21,24.14,11.5,0.0,59.69,3.1,12.87,2024-10-21,25_Big6_SVREC_SVREC
15.45,22.15,9.45,0.38,58.17,3.3,10.6,2024-10-22,25_Big6_SVREC_SVREC
12.59,16.95,5.29,0.03,66.94,4.32,9.72,2024-10-23,25_Big6_SVREC_SVREC
9.01,14.7,4.39,0.03,62.35,1.6,13.55,2024-10-24,25_Big6_SVREC_SVREC
9.05,14.58,5.49,1.42,79.14,3.34,4.02,2024-10-25,25_Big6_SVREC_SVREC
7.33,12.38,4.56,0.0,69.61,2.97,11.62,2024-10-26,25_Big6_SVREC_SVREC
7.42,13.63,1.24,0.0,59.64,2.03,9.64,2024-10-27,25_Big6_SVREC_SVREC
8.31,14.85,3.26,0.0,64.84,3.25,11.21,2024-10-28,25_Big6_SVREC_SVREC
16.31,22.85,8.18,9.45,81.08,4.55,8.7,2024-10-29,25_Big6_SVREC_SVREC
18.51,23.09,14.91,0.0,73.66,5.1,8.39,2024-10-30,25_Big6_SVREC_SVREC
16.47,21.41,9.0,0.56,74.16,6.69,4.88,2024-10-31,25_Big6_SVREC_SVREC
7.56,10.76,4.05,0.03,65.34,4.02,7.34,2024-11-01,25_Big6_SVREC_SVREC
5.81,10.61,2.01,0.0,67.58,1.3,11.08,2024-11-02,25_Big6_SVREC_SVREC
8.61,13.07,3.56,1.61,71.98,4.08,6.24,2024-11-03,25_Big6_SVREC_SVREC
