ARS-SRPN_MCLEAN,35.2320,-100.5982,town,MCLEAN
ARS-SRPN_MEMPHIS_TX,34.7242,-100.5340,town,MEMPHIS
ARS-SRPN_MORAN,32.5451,-99.1612,town,MORAN
ARS-SRPN_MUNDAY,33.4490,-99.6220,town,MUNDAY
ARS-SRPN_NEW_HOME,33.3312,-101.9127,town,NEW_HOME
ARS-SRPN_ODELL,34.2251,-99.8540,town,ODELL
ARS-SRPN_OGALLALA,41.1289,-101.7199,town,OGALLALA
ARS-SRPN_OLNEY,33.3701,-98.7523,town,OLNEY
ARS-SRPN_PETERSBURG,33.8690,-101.5982,town,PETERSBURG
ARS-SRPN_PLAINS,33.1884,-102.8277,town,PLAINS
ARS-SRPN_QUANAH_TX,34.2970,-99.7404,town,QUANAH
ARS-SRPN_RANKIN,31.2224,-101.9404,town,RANKIN
ARS-SRPN_RIO_HONDO,26.2359,-97.5819,town,RIO_HONDO
ARS-SRPN_RIVIERA,27.2989,-97.8028,town,RIVIERA
ARS-SRPN_ROBERTSON,33.6000,-101.3500,town,ROBERSON
ARS-SRPN_SAINT_JOHN,36.2339,-98.9004,town,SAINT_JOHN
ARS-SRPN_SAINT_LAWRENCE,31.6835,-101.4665,town,SAINT_LAWRENCE
ARS-SRPN_SAINT_PAUL_TX,33.0401,-96.5500,town,SAINT_PAUL
ARS-SRPN_SUDAN,34.0684,-102.5244,town,SUDAN
ARS-SRPN_TAFT,27.9789,-97.3989,town,TAFT
ARS-SRPN_TAHOKA,33.1662,-101.7932,town,TAHOKA
ARS-SRPN_TEXLINE,36.3770,-103.0299,town,TEXLINE
ARS-SRPN_TOLAR,32.3890,-97.9209,town,TOLAR
ARS-SRPN_TYRONZA,35.4904,-90.3573,town,TYRONZA
ARS-SRPN_VAN_HORN,31.0407,-104.8308,town,VAN_HORN
ARS-SRPN_VIGO_PARK,34.6501,-101.4332,town,VIGO_PARK
ARS-SRPN_WELLINGTON_TX,34.8562,-100.2137,town,WELLINGTON
ARS-SRPN_WINDTHORST,33.5737,-98.4453,town,WINDTHORST
ARS-SRPN_YALE,36.1148,-96.7020,town,YALE
ARS-SRPN_ABERNATHY_2,33.8323,-101.8429,town,ABERNATHY
ARS-SRPN_ALVIN,29.4238,-95.2441,town,ALVIN
ARS-SRPN_ARLINGTON_TX,32.7357,-97.1081,town,ARLINGTON
ARS-SRPN_ATLAS,34.0000,-101.0000,program,ATLAS
ARS-SRPN_BALLINGER,31.7382,-99.9479,town,BALLINGER
ARS-SRPN_BANGS,31.7160,-99.1323,town,BANGS
ARS-SRPN_BARTLETT,30.7949,-97.4278,town,BARTLETT
ARS-SRPN_BEEVILLE,28.4058,-97.7483,town,BEEVILLE
ARS-SRPN_BELLEVUE,33.6343,-98.0170,town,BELLEVUE
ARS-SRPN_BENBROOK,32.6732,-97.4606,town,BENBROOK
ARS-SRPN_BIG_LAKE,31.1910,-101.4604,town,BIG_LAKE
ARS-SRPN_BLOOMBURG,33.1407,-94.0599,town,BLOOMBURG
ARS-SRPN_BOWIE_TX,33.5590,-97.8486,town,BOWIE
ARS-SRPN_BRONTE_TX,31.8874,-100.2920,town,BRONTE
ARS-SRPN_BRUNI,27.4320,-98.8420,town,BRUNI
ARS-SRPN_BRYSON,33.1637,-98.3837,town,BRYSON
ARS-SRPN_BUDA,30.0840,-97.8403,town,BUDA
ARS-SRPN_CALDWELL,30.5310,-96.6930,town,CALDWELL
ARS-SRPN_CAMERON,30.8535,-96.9764,town,CAMERON
ARS-SRPN_CARRIZO_SPRINGS,28.5219,-99.8603,town,CARRIZO_SPRINGS
ARS-SRPN_CENTERVILLE,31.2577,-95.9783,town,CENTERVILLE
ARS-SRPN_CHINA_SPRING,31.6463,-97.3278,town,CHINA_SPRING
ARS-SRPN_CLIFTON,31.7821,-97.5761,town,CLIFTON
ARS-SRPN_COLEMAN,31.8271,-99.4262,town,COLEMAN
ARS-SRPN_COLLEGE_STATION_TX,30.6279,-96.3344,town,COLLEGE_STATION
ARS-SRPN_COMANCHE,31.8971,-98.6037,town,COMANCHE
ARS-SRPN_CONROE,30.3119,-95.4561,town,CONROE
